fng_value,fng_encoded,fng_ma7,fng_ma30,fng_change,fng_volatility,day_sin,day_cos,fng_rsi,sentiment_simple
51,2.0,46.285714285714285,51.06666666666667,-1.0,9.3401335771007,-0.433883739117558,-0.9009688679024191,50.909090909090914,Neutral
22,0.0,19.714285714285715,22.166666666666668,-1.0,4.680252333448431,-0.9749279121818236,-0.2225209339563146,51.72413793103448,Bearish
78,4.0,81.14285714285714,68.2,4.0,11.349428347257245,-0.7818314824680299,0.6234898018587334,48.75,Bullish
70,3.0,72.0,55.23333333333333,0.0,2.0816659994677105,-0.433883739117558,-0.9009688679024191,66.66666666666666,Bullish
43,1.0,42.85714285714285,43.56666666666667,-4.0,2.410295378066482,0.9749279121818236,-0.2225209339563143,50.0,Bearish
10,0.0,23.0,21.5,-13.0,6.904105059068514,0.7818314824680298,0.6234898018587336,47.76119402985074,Bearish
50,2.0,48.285714285714285,68.06666666666666,23.0,17.404159327722763,0.7818314824680298,0.6234898018587336,36.04651162790698,Neutral
27,1.0,51.142857142857146,58.16666666666666,1.0,22.041087173946792,-0.9749279121818236,-0.2225209339563146,33.33333333333333,Bearish
83,4.0,76.57142857142857,77.66666666666667,8.0,3.258688021129229,0.9749279121818236,-0.2225209339563143,53.65853658536585,Bullish
40,1.0,48.85714285714285,44.73333333333333,-9.0,4.298393941484854,-0.433883739117558,-0.9009688679024191,49.09090909090909,Bearish
73,3.0,72.14285714285714,71.7,0.0,1.4638501094253642,0.4338837391175582,-0.900968867902419,51.06382978723405,Bullish
31,1.0,53.142857142857146,43.29166666666666,-8.0,15.805363767073638,-0.9749279121818236,-0.2225209339563146,42.48366013071896,Bearish
38,1.0,39.71428571428572,65.33333333333333,-3.0,1.6035674514761358,-0.7818314824680299,0.6234898018587334,19.67213114754098,Bearish
70,3.0,67.28571428571429,41.1,0.0,7.250615737400063,0.4338837391175582,-0.900968867902419,63.15789473684211,Bullish
16,0.0,32.0,44.56666666666667,-1.0,10.8934230922457,0.7818314824680298,0.6234898018587336,13.15789473684211,Bearish
78,4.0,76.57142857142857,77.86666666666666,-2.0,3.359421718945835,0.9749279121818236,-0.2225209339563143,44.44444444444444,Bullish
52,2.0,53.42857142857143,33.8,2.0,3.823486317360606,-0.9749279121818236,-0.2225209339563146,70.6896551724138,Neutral
26,1.0,27.142857142857142,25.433333333333334,-1.0,1.0690449676388898,-0.7818314824680299,0.6234898018587334,54.54545454545455,Bearish
47,2.0,46.0,43.23333333333333,-1.0,1.5275252316481656,-0.9749279121818236,-0.2225209339563146,57.692307692307686,Neutral
83,4.0,81.14285714285714,77.66666666666667,-3.0,3.4846602621864524,0.0,1.0,56.16438356164384,Bullish
14,0.0,13.857142857142858,19.066666666666663,-1.0,2.734262327610758,0.9749279121818236,-0.2225209339563143,50.0,Bearish
30,1.0,29.142857142857142,29.3,-5.0,3.4364987719370577,0.0,1.0,43.07692307692308,Bearish
11,0.0,14.285714285714286,25.166666666666668,-2.0,2.8702082220800924,-0.433883739117558,-0.9009688679024191,49.18032786885246,Bearish
68,3.0,47.285714285714285,40.86666666666667,9.0,17.394580436774646,0.9749279121818236,-0.2225209339563143,78.3132530120482,Bullish
27,1.0,39.57142857142857,32.166666666666664,2.0,11.759494644146104,-0.7818314824680299,0.6234898018587334,42.1875,Bearish
79,4.0,77.42857142857143,77.63333333333334,3.0,1.8126539343529875,-0.433883739117558,-0.9009688679024191,50.0,Bullish
28,1.0,30.142857142857142,51.03333333333333,1.0,6.202917900164679,0.9749279121818236,-0.2225209339563143,39.53488372093023,Bearish
50,2.0,54.142857142857146,58.266666666666666,-6.0,2.968084198522264,-0.433883739117558,-0.9009688679024191,45.283018867924525,Neutral
14,0.0,12.0,15.1,1.0,1.2909944487231344,-0.7818314824680299,0.6234898018587334,57.692307692307686,Bearish
53,2.0,53.142857142857146,46.266666666666666,-1.0,2.47847879612898,0.0,1.0,65.78947368421052,Neutral
15,0.0,15.571428571428571,12.566666666666666,4.0,4.540820148283186,0.7818314824680298,0.6234898018587336,54.83870967741936,Bearish
38,1.0,41.42857142857143,43.46666666666667,-1.0,5.711308748356294,0.9749279121818236,-0.2225209339563143,33.33333333333333,Bearish
70,3.0,68.42857142857143,59.4,-1.0,4.466808810816341,0.0,1.0,71.42857142857143,Bullish
90,4.0,83.71428571428571,68.93333333333334,0.0,7.867957924694811,0.7818314824680298,0.6234898018587336,73.77049180327869,Bullish
55,3.0,41.57142857142857,32.5,20.0,10.2446269308541,0.9749279121818236,-0.2225209339563143,56.54450261780105,Bullish
73,3.0,66.57142857142857,74.2,1.0,5.25538272812299,0.0,1.0,47.368421052631575,Bullish
79,4.0,73.28571428571429,68.73333333333333,16.0,10.85839591766503,0.9749279121818236,-0.2225209339563143,48.57142857142857,Bullish
55,3.0,55.57142857142857,51.86666666666667,-1.0,1.2724180205615927,0.9749279121818236,-0.2225209339563143,72.41379310344828,Bullish
41,1.0,41.42857142857143,43.1,-5.0,2.149196970738821,-0.9749279121818236,-0.2225209339563146,53.65853658536585,Bearish
10,0.0,13.857142857142858,16.366666666666667,-4.0,2.9113897843111625,-0.433883739117558,-0.9009688679024191,40.42553191489362,Bearish
27,1.0,35.57142857142857,34.833333333333336,-2.0,7.568732673684354,-0.7818314824680299,0.6234898018587334,47.69230769230769,Bearish
31,1.0,25.571428571428573,26.7,3.0,3.3594217189408804,-0.7818314824680299,0.6234898018587334,62.85714285714286,Bearish
33,1.0,21.714285714285715,38.06666666666667,28.0,12.59251478345105,-0.433883739117558,-0.9009688679024191,42.45810055865922,Bearish
53,2.0,40.71428571428572,64.63333333333334,4.0,9.516902257111791,0.4338837391175582,-0.900968867902419,40.366972477064216,Neutral
23,0.0,21.428571428571427,24.6,0.0,3.0472470011008177,-0.9749279121818236,-0.2225209339563146,41.81818181818182,Bearish
59,3.0,52.85714285714285,36.43333333333333,0.0,11.111984092689864,0.4338837391175582,-0.900968867902419,72.04301075268816,Bullish
48,2.0,44.0,44.06666666666667,2.0,3.0000000000008025,-0.433883739117558,-0.9009688679024191,52.631578947368425,Neutral
51,2.0,59.142857142857146,68.1,-12.0,5.490251100164466,-0.433883739117558,-0.9009688679024191,34.78260869565217,Neutral
26,1.0,28.142857142857142,20.73333333333333,-7.0,5.814595756328589,0.4338837391175582,-0.900968867902419,51.5625,Bearish
38,1.0,38.142857142857146,47.66666666666666,-1.0,1.463850109417025,-0.9749279121818236,-0.2225209339563146,27.77777777777777,Bearish
42,1.0,43.42857142857143,43.3,0.0,3.1014589500834044,0.0,1.0,43.75,Bearish
25,0.0,23.571428571428573,27.766666666666666,2.0,2.149196970742552,0.4338837391175582,-0.900968867902419,57.89473684210526,Bearish
52,2.0,42.0,46.266666666666666,3.0,5.887840577550685,0.4338837391175582,-0.900968867902419,52.5,Neutral
72,3.0,71.42857142857143,48.13333333333333,1.0,2.149196970743718,0.0,1.0,68.18181818181819,Bullish
38,1.0,64.71428571428571,82.6,-17.0,19.00626463138138,0.0,1.0,14.285714285714292,Bearish
74,3.0,75.85714285714286,74.86666666666666,2.0,3.8913824205373215,-0.7818314824680299,0.6234898018587334,50.0,Bullish
80,4.0,76.42857142857143,70.8,-2.0,3.994043183591168,0.4338837391175582,-0.900968867902419,58.69565217391305,Bullish
95,4.0,92.42857142857144,89.8,2.0,2.3704530408879187,-0.7818314824680299,0.6234898018587334,51.35135135135135,Bullish
44,1.0,27.571428571428573,26.444444444444443,14.0,13.974466511667424,-0.433883739117558,-0.9009688679024191,55.833333333333336,Bearish
17,0.0,13.428571428571429,15.233333333333333,4.0,2.3704530408866007,0.0,1.0,50.0,Bearish
19,0.0,16.142857142857142,27.366666666666667,7.0,2.853569193634193,0.9749279121818236,-0.2225209339563143,53.57142857142857,Bearish
69,3.0,63.85714285714285,55.63333333333333,4.0,4.634241089562898,-0.7818314824680299,0.6234898018587334,70.49180327868852,Bullish
32,1.0,34.714285714285715,47.03333333333333,1.0,4.15187851918819,-0.7818314824680299,0.6234898018587334,29.88505747126437,Bearish
26,1.0,26.285714285714285,24.1,1.0,1.3801311186761342,-0.433883739117558,-0.9009688679024191,61.53846153846153,Bearish
26,1.0,31.571428571428573,35.06666666666667,-15.0,7.678045386189251,0.7818314824680298,0.6234898018587336,47.77777777777777,Bearish
73,3.0,73.28571428571429,73.93333333333334,2.0,1.496026483088918,-0.7818314824680299,0.6234898018587334,50.0,Bullish
75,3.0,75.42857142857143,54.833333333333336,3.0,2.3704530408871958,0.9749279121818236,-0.2225209339563143,71.9298245614035,Bullish
75,3.0,73.14285714285714,71.06666666666666,1.0,2.3401261667258115,0.9749279121818236,-0.2225209339563143,48.14814814814815,Bullish
57,3.0,61.57142857142857,51.7,-5.0,5.7981934789248335,0.4338837391175582,-0.900968867902419,58.9041095890411,Bullish
38,1.0,24.285714285714285,40.6,22.0,7.064330251677316,0.9749279121818236,-0.2225209339563143,53.84615384615384,Bearish
72,3.0,75.71428571428571,74.76666666666667,-2.0,3.988077469755519,-0.9749279121818236,-0.2225209339563146,48.71794871794872,Bullish
72,3.0,73.57142857142857,62.56666666666667,-4.0,3.047247001101626,-0.7818314824680299,0.6234898018587334,63.04347826086957,Bullish
54,2.0,53.142857142857146,57.46666666666667,2.0,2.544836041120047,-0.7818314824680299,0.6234898018587334,49.01960784313726,Neutral
10,0.0,13.285714285714286,13.366666666666667,-3.0,2.6903708365322823,-0.433883739117558,-0.9009688679024191,44.82758620689656,Bearish
62,3.0,60.85714285714285,51.8,-6.0,6.693991620066623,0.9749279121818236,-0.2225209339563143,58.10810810810811,Bullish
92,4.0,89.28571428571429,78.53333333333333,-1.0,4.820590756131521,-0.433883739117558,-0.9009688679024191,71.42857142857143,Bullish
25,0.0,22.142857142857142,22.33333333333333,0.0,4.298393941483135,0.7818314824680298,0.6234898018587336,39.34426229508197,Bearish
13,0.0,13.857142857142858,13.033333333333331,-5.0,2.734262327611887,0.4338837391175582,-0.900968867902419,48.64864864864865,Bearish
59,3.0,56.57142857142857,49.66666666666666,2.0,1.618347187426255,0.0,1.0,64.1025641025641,Bullish
95,4.0,91.71428571428572,79.06666666666666,3.0,4.070801956793574,-0.7818314824680299,0.6234898018587334,74.28571428571428,Bullish
48,2.0,33.0,23.7,3.0,11.16542281629537,0.7818314824680298,0.6234898018587336,73.68421052631578,Neutral
59,3.0,59.57142857142857,42.833333333333336,-1.0,6.852180744287439,-0.9749279121818236,-0.2225209339563146,55.0,Bullish
52,2.0,54.85714285714285,30.966666666666665,-4.0,4.598136268408946,0.9749279121818236,-0.2225209339563143,65.55555555555556,Neutral
21,0.0,30.285714285714285,35.56666666666667,-2.0,11.771636613972127,0.7818314824680298,0.6234898018587336,50.60240963855422,Bearish
48,2.0,58.71428571428572,69.03333333333333,5.0,10.242302568503066,-0.433883739117558,-0.9009688679024191,31.25,Neutral
60,3.0,43.42857142857143,31.23333333333333,11.0,11.872336794092826,0.0,1.0,81.35593220338983,Bullish
20,0.0,23.857142857142858,20.466666666666665,0.0,3.933978962344239,-0.433883739117558,-0.9009688679024191,50.84745762711864,Bearish
39,1.0,38.42857142857143,46.766666666666666,1.0,1.397276262005563,0.0,1.0,33.33333333333333,Bearish
94,4.0,91.0,82.9,6.0,3.2145502536653843,0.9749279121818236,-0.2225209339563143,57.692307692307686,Bullish
57,3.0,30.857142857142858,47.0,26.0,15.442674330445312,0.4338837391175582,-0.900968867902419,54.85714285714285,Bullish
12,0.0,17.571428571428573,22.966666666666665,2.0,6.704653678778057,0.9749279121818236,-0.2225209339563143,40.81632653061224,Bearish
65,3.0,67.71428571428571,56.7,-7.0,3.093772546816085,-0.433883739117558,-0.9009688679024191,58.33333333333334,Bullish
63,3.0,54.42857142857143,61.66666666666666,3.0,13.451854182691092,0.4338837391175582,-0.900968867902419,46.42857142857143,Bullish
24,0.0,27.142857142857142,47.03333333333333,-1.0,2.911389784308335,0.9749279121818236,-0.2225209339563143,31.343283582089555,Bearish
65,3.0,71.0,69.76666666666667,-2.0,3.559026084011388,0.9749279121818236,-0.2225209339563143,36.0,Bullish
73,3.0,73.71428571428571,74.13333333333334,0.0,1.112697280532154,-0.433883739117558,-0.9009688679024191,46.875,Bullish
77,4.0,76.14285714285714,57.13333333333333,-2.0,2.734262327611261,-0.433883739117558,-0.9009688679024191,71.42857142857143,Bullish
23,0.0,19.571428571428573,24.066666666666663,5.0,2.070196678027386,-0.433883739117558,-0.9009688679024191,61.70212765957447,Bearish
17,0.0,16.571428571428573,29.33333333333333,-5.0,4.314979445959048,0.4338837391175582,-0.900968867902419,33.89830508474576,Bearish
10,0.0,16.428571428571427,12.366666666666667,-5.0,4.649628761423265,-0.7818314824680299,0.6234898018587334,46.66666666666666,Bearish
42,1.0,51.285714285714285,43.43333333333333,-12.0,4.680252333450119,-0.433883739117558,-0.9009688679024191,62.16216216216216,Bearish
52,2.0,58.85714285714285,60.06666666666667,1.0,5.304984179321753,0.9749279121818236,-0.2225209339563143,46.2962962962963,Neutral
20,0.0,15.857142857142858,20.866666666666667,-3.0,4.705619740568556,0.4338837391175582,-0.900968867902419,48.64864864864865,Bearish
14,0.0,19.142857142857142,22.83333333333333,1.0,5.698788509514803,0.9749279121818236,-0.2225209339563143,42.59259259259259,Bearish
82,4.0,76.28571428571429,63.13333333333333,-1.0,8.320943169983648,0.9749279121818236,-0.2225209339563143,75.70093457943925,Bullish
52,2.0,51.57142857142857,51.5,-1.0,0.9759000729444895,-0.7818314824680299,0.6234898018587334,50.0,Neutral
26,1.0,26.285714285714285,24.3,-1.0,1.3801311186761342,-0.7818314824680299,0.6234898018587334,50.0,Bearish
50,2.0,52.42857142857143,56.766666666666666,-5.0,2.5727509827109625,0.7818314824680298,0.6234898018587336,43.636363636363626,Neutral
48,2.0,53.0,41.73333333333333,-5.0,2.708012801545912,0.0,1.0,55.73770491803278,Neutral
19,0.0,19.428571428571427,24.83333333333333,1.0,1.5118578920374683,0.7818314824680298,0.6234898018587336,54.054054054054056,Bearish
40,1.0,46.71428571428572,47.0,2.0,7.587583842794267,-0.7818314824680299,0.6234898018587334,37.77777777777778,Bearish
41,1.0,39.42857142857143,43.5,3.0,1.2724180205621016,-0.9749279121818236,-0.2225209339563146,39.583333333333336,Bearish
13,0.0,40.142857142857146,41.266666666666666,2.0,20.186039494566387,0.4338837391175582,-0.900968867902419,28.84615384615385,Bearish
43,1.0,43.71428571428572,32.03333333333333,0.0,3.860668582611519,-0.9749279121818236,-0.2225209339563146,62.65060240963856,Bearish
20,0.0,37.142857142857146,58.93333333333333,-20.0,8.071112509614823,0.9749279121818236,-0.2225209339563143,36.0,Bearish
91,4.0,93.42857142857144,92.0,-4.0,1.2724180205635922,0.4338837391175582,-0.900968867902419,59.25925925925926,Bullish
40,1.0,41.42857142857143,42.73333333333333,-1.0,2.149196970738821,-0.7818314824680299,0.6234898018587334,52.38095238095237,Bearish
19,0.0,22.0,32.13333333333333,-7.0,3.6514837167013288,0.7818314824680298,0.6234898018587336,42.85714285714285,Bearish
30,1.0,23.428571428571427,39.93333333333333,16.0,12.44798702410898,0.0,1.0,38.51351351351352,Bearish
30,1.0,31.0,28.33333333333333,0.0,1.4142135623659768,0.0,1.0,50.0,Bearish
41,1.0,38.71428571428572,33.733333333333334,3.0,1.1126972805301334,0.7818314824680298,0.6234898018587336,50.0,Bearish
74,3.0,71.14285714285714,74.2,7.0,5.698788509516142,0.0,1.0,47.58064516129032,Bullish
14,0.0,13.857142857142858,22.73333333333333,3.0,3.0783421635990043,-0.7818314824680299,0.6234898018587334,54.54545454545455,Bearish
52,2.0,63.71428571428572,62.43333333333333,-11.0,6.499084184567506,0.4338837391175582,-0.900968867902419,39.62264150943396,Neutral
24,0.0,17.714285714285715,12.233333333333333,4.0,4.191828786031188,-0.9749279121818236,-0.2225209339563146,66.66666666666666,Bearish
16,0.0,20.142857142857142,34.06666666666667,0.0,6.491753010001109,-0.7818314824680299,0.6234898018587334,36.17021276595744,Bearish
52,2.0,52.57142857142857,46.4,-1.0,2.149196970743134,0.7818314824680298,0.6234898018587336,67.56756756756758,Neutral
64,3.0,50.71428571428572,51.13333333333333,13.0,9.340133577100856,-0.9749279121818236,-0.2225209339563146,60.29411764705882,Bullish
22,0.0,19.714285714285715,22.83333333333333,3.0,1.6035674514750704,0.4338837391175582,-0.900968867902419,51.42857142857143,Bearish
26,1.0,26.857142857142858,27.53333333333333,-3.0,1.5735915849314854,-0.433883739117558,-0.9009688679024191,47.05882352941176,Bearish
37,1.0,50.0,51.43333333333333,-13.0,5.972157622388882,-0.433883739117558,-0.9009688679024191,31.111111111111114,Bearish
27,1.0,51.57142857142857,68.86666666666666,-4.0,19.78936703432037,0.0,1.0,12.698412698412696,Bearish
36,1.0,32.142857142857146,28.366666666666667,4.0,3.3876526498730257,0.0,1.0,60.46511627906977,Bearish
65,3.0,70.85714285714286,71.46666666666667,-8.0,2.8535691936351992,-0.433883739117558,-0.9009688679024191,45.283018867924525,Bullish
92,4.0,90.42857142857144,78.83333333333333,0.0,4.276179870599447,-0.9749279121818236,-0.2225209339563146,73.52941176470588,Bullish
21,0.0,24.428571428571427,27.33333333333333,-6.0,4.197504927817385,-0.7818314824680299,0.6234898018587334,46.42857142857143,Bearish
26,1.0,19.857142857142858,30.0,3.0,4.8107023544237775,0.4338837391175582,-0.900968867902419,47.368421052631575,Bearish
87,4.0,83.0,66.36666666666666,7.0,2.309401076758981,0.7818314824680298,0.6234898018587336,79.54545454545455,Bullish
25,0.0,31.142857142857142,27.33333333333333,3.0,6.517376042255823,-0.433883739117558,-0.9009688679024191,43.58974358974359,Bearish
56,3.0,58.85714285714285,52.4,2.0,3.933978962346808,-0.433883739117558,-0.9009688679024191,58.49056603773585,Bullish
77,4.0,71.28571428571429,82.2,22.0,7.739816658343051,-0.433883739117558,-0.9009688679024191,46.25850340136054,Bullish
75,3.0,74.71428571428571,71.33333333333333,3.0,2.2146697055703046,-0.7818314824680299,0.6234898018587334,50.0,Bullish
54,2.0,67.14285714285714,44.04761904761905,-20.0,7.057586259446191,0.9749279121818236,-0.2225209339563143,55.62499999999999,Neutral
53,2.0,58.0,55.66666666666666,-3.0,2.645751311063954,-0.433883739117558,-0.9009688679024191,58.064516129032256,Neutral
38,1.0,38.42857142857143,45.06666666666667,1.0,0.9759000729507612,0.0,1.0,27.272727272727263,Bearish
59,3.0,51.285714285714285,35.36666666666667,-6.0,10.873734190152769,0.9749279121818236,-0.2225209339563143,73.19587628865979,Bullish
47,2.0,36.71428571428572,53.56666666666667,23.0,10.339475900874554,-0.9749279121818236,-0.2225209339563146,45.63106796116505,Neutral
22,0.0,15.714285714285714,42.6,0.0,5.186980037049329,0.9749279121818236,-0.2225209339563143,29.09090909090908,Bearish
23,0.0,22.857142857142858,22.366666666666667,0.0,1.4638501094140075,0.4338837391175582,-0.900968867902419,43.47826086956522,Bearish
54,2.0,44.0,25.966666666666665,-1.0,14.605934866804454,-0.9749279121818236,-0.2225209339563146,69.76744186046511,Neutral
95,4.0,92.42857142857144,91.96666666666668,4.0,1.6183471874275963,0.4338837391175582,-0.900968867902419,53.84615384615384,Bullish
70,3.0,70.85714285714286,85.63333333333334,-4.0,14.028881773310609,-0.7818314824680299,0.6234898018587334,39.47368421052632,Bullish
73,3.0,75.0,64.1,-6.0,4.00000000000097,0.9749279121818236,-0.2225209339563143,54.285714285714285,Bullish
29,1.0,31.857142857142858,26.53333333333333,-3.0,2.3401261667251654,0.4338837391175582,-0.900968867902419,54.285714285714285,Bearish
27,1.0,27.0,27.4,1.0,1.1547005383692053,0.0,1.0,43.75,Bearish
55,3.0,54.71428571428572,47.766666666666666,0.0,1.603567451475988,0.0,1.0,65.11627906976744,Bullish
80,4.0,81.57142857142857,89.5,1.0,3.5989416433704333,0.7818314824680298,0.6234898018587336,35.55555555555554,Bullish
74,3.0,73.0,73.66666666666667,0.0,1.7320508075712584,-0.9749279121818236,-0.2225209339563146,53.57142857142857,Bullish
13,0.0,20.428571428571427,24.766666666666666,-2.0,5.349677337843427,0.7818314824680298,0.6234898018587336,41.50943396226415,Bearish
48,2.0,51.42857142857143,57.9,0.0,4.157609203100546,-0.7818314824680299,0.6234898018587334,36.95652173913044,Neutral
64,3.0,64.85714285714286,56.266666666666666,-1.0,4.180453381655292,0.7818314824680298,0.6234898018587336,67.21311475409836,Bullish
51,2.0,50.142857142857146,53.13333333333333,-1.0,1.345185418265836,0.7818314824680298,0.6234898018587336,43.99999999999999,Neutral
56,3.0,54.285714285714285,47.333333333333336,4.0,1.889822365047361,-0.9749279121818236,-0.2225209339563146,68.18181818181819,Bullish
53,2.0,52.85714285714285,48.7,-10.0,4.947341758579428,-0.7818314824680299,0.6234898018587334,53.48837209302325,Neutral
63,3.0,62.142857142857146,57.03333333333333,-6.0,6.59364773673822,0.9749279121818236,-0.2225209339563143,48.80952380952381,Bullish
28,1.0,27.428571428571427,22.9,-3.0,3.0472470011004056,0.0,1.0,62.16216216216216,Bearish
84,4.0,91.42857142857144,92.13333333333334,-6.0,3.690399384762386,0.7818314824680298,0.6234898018587336,37.037037037037045,Bullish
55,3.0,46.42857142857143,44.96666666666667,11.0,6.803360514166143,0.0,1.0,44.54545454545456,Bullish
52,2.0,67.42857142857143,69.66666666666667,-8.0,9.089502055616268,0.0,1.0,37.25490196078432,Neutral
28,1.0,27.0,34.333333333333336,1.0,1.5275252316444208,-0.9749279121818236,-0.2225209339563146,25.00000000000001,Bearish
68,3.0,67.71428571428571,68.26666666666667,2.0,4.029651999627224,0.7818314824680298,0.6234898018587336,49.27536231884058,Bullish
65,3.0,49.71428571428572,34.4,2.0,10.355582805332457,0.7818314824680298,0.6234898018587336,72.44897959183673,Bullish
21,0.0,22.142857142857142,19.666666666666668,-4.0,4.450789122113673,0.7818314824680298,0.6234898018587336,45.09803921568627,Bearish
93,4.0,92.14285714285714,91.53333333333332,5.0,2.115700942051508,0.9749279121818236,-0.2225209339563143,58.97435897435897,Bullish
55,3.0,52.71428571428572,39.766666666666666,3.0,1.9760470401169896,-0.7818314824680299,0.6234898018587334,53.33333333333333,Bullish
20,0.0,21.285714285714285,24.6,-3.0,3.093772546815977,-0.7818314824680299,0.6234898018587334,42.59259259259259,Bearish
54,2.0,57.85714285714285,58.0,-3.0,3.2366943748501584,0.0,1.0,40.90909090909091,Neutral
